id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,localidad,latitud,longitud
8390953,AUXILIAR INSTITUTO BARCELONA,INSTITUTO CONSTRUCTIVISTA JOSVAC ,611171,Escuelas del sector privado que combinan diversos niveles de educación,0 a 5 personas,Ciudad Benito Juárez                                                                                          ,25.65046911,-100.10902
7787133,AVANC,EDITORA MEXICANA DE EXTENSION CULTURAL ,611181,Escuelas del sector privado de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.69423904,-100.3559819
3046214,AVANTE INSTITUTO EDUCATIVO,,611111,Escuelas de educación preescolar del sector privado,11 a 30 personas,Ciudad Apodaca                                                                                                ,25.74810985,-100.1903953
6370935,BACHILLERATO TECNOLOGICO,UNIVERSIDAD DE MONTERREY ,611161,Escuelas de educación media superior del sector privado,31 a 50 personas,Monterrey                                                                                                     ,25.67238045,-100.3388928
2947261,BAILOTERAPIA SIN NOMBRE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Ex-Hacienda Santa Rosa                                                                                        ,25.80133851,-100.2188498
2991916,BALANCE BODY TRAINING,,611621,Escuelas de deporte del sector privado,0 a 5 personas,San Pedro Garza García                                                                                        ,25.65852375,-100.3735711
3027124,BAMBBINOS EDUCACION PARA EL FUTURO,,611111,Escuelas de educación preescolar del sector privado,6 a 10 personas,Monterrey                                                                                                     ,25.69408683,-100.359047
8794734,BANDA TAEKWENDOO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Fraccionamiento Misión de San Javier                                                                          ,25.74672237,-100.1487588
3009500,BERTHA BON GLUMER,,611111,Escuelas de educación preescolar del sector privado,0 a 5 personas,Guadalupe                                                                                                     ,25.68100306,-100.1615298
8633768,BHAKTI YOGA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Ciudad Apodaca                                                                                                ,25.78406767,-100.2669414
2922979,BILINGUE JUSTO SIERRA,BILLINGUE JUSTO SIERRA AC,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,Guadalupe                                                                                                     ,25.71374856,-100.2074533
2962930,BLACK BOX CLUB,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.71068187,-100.376136
8524059,BLACK BULLS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Ciudad Apodaca                                                                                                ,25.73727149,-100.1886262
8461691,BLACK LIONS TEAM,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Ciudad Apodaca                                                                                                ,25.75637348,-100.1330959
2992898,BLOSSOM CHILDREN S  CENTER,BLOSSOM CHILDREN S CENTER S C ,611181,Escuelas del sector privado de educación para necesidades especiales,11 a 30 personas,San Pedro Garza García                                                                                        ,25.65750023,-100.4109642
8731045,BOX,,611621,Escuelas de deporte del sector privado,0 a 5 personas,García                                                                                                        ,25.80233399,-100.5922012
7679577,BOX,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Ciudad Apodaca                                                                                                ,25.73345971,-100.1662321
9030037,BOX 10,,611621,Escuelas de deporte del sector privado,0 a 5 personas,San Nicolás de los Garza                                                                                      ,25.72826119,-100.2411756
2976182,BOX ACADEMY,,611621,Escuelas de deporte del sector privado,0 a 5 personas,San Nicolás de los Garza                                                                                      ,25.73541828,-100.2628532
3040613,BOX ACADEMY,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.63364324,-100.2725891
3029288,BOX ACADEMYC,,611621,Escuelas de deporte del sector privado,0 a 5 personas,San Nicolás de los Garza                                                                                      ,25.72409071,-100.2225185
8413224,BOX CONUTER,,611621,Escuelas de deporte del sector privado,0 a 5 personas,San Pedro Garza García                                                                                        ,25.6618295,-100.404005
2979170,BOX EL PRINCIPE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Guadalupe                                                                                                     ,25.70310577,-100.2357255
8649065,BOX EVOLUTION,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.6793966,-100.3312544
6224843,BOX FACTORY,BOX FACTORY ,611621,Escuelas de deporte del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.64789254,-100.2740104
8777937,BOX MASTER S,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Santiago                                                                                                      ,25.39932494,-100.1323028
7350536,BOX VIKINGOS 12,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Fraccionamiento Real Palmas                                                                                   ,25.89488442,-100.171221
7657762,BOXER PRINCIPAL,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Guadalupe                                                                                                     ,25.70808998,-100.2146888
8626764,BOXIN CLUB,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Guadalupe                                                                                                     ,25.6651722,-100.2113215
7704155,BOXING CLUB LAS PALMAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.72395881,-100.3773977
7351785,BOXING COLIN CLUB,,611621,Escuelas de deporte del sector privado,0 a 5 personas,Ciudad Apodaca                                                                                                ,25.79694489,-100.2316102
3001549,BRIGADA DE EDUCACION PANEL DE DESARROLLO RURAL,GOBIERNO DEL ESTADO ,611162,Escuelas de educación media superior del sector público,11 a 30 personas,Linares                                                                                                       ,24.85943214,-99.56657151
8844504,BRILIA KINDER,CENTRO DE NEURODESARROLLO Y EDUCACION INCLUSIVA SC,611111,Escuelas de educación preescolar del sector privado,6 a 10 personas,Monterrey                                                                                                     ,25.64038651,-100.2892053
6722909,BUILD A BODY,BUILD A BODY SA DE CV,611621,Escuelas de deporte del sector privado,6 a 10 personas,Ciudad Apodaca                                                                                                ,25.78412637,-100.227382
3052223,C.A.M. ANA ISABEL URIBE ANTUNEZ CT 19DML0035T,GOBIERNO FEDERAL ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.78241317,-100.3736203
2981384,C0LEGIO VALLADOLID,MOVIMIENTO EDUCATIVO VALLADOLID AC,611171,Escuelas del sector privado que combinan diversos niveles de educación,31 a 50 personas,Guadalupe                                                                                                     ,25.67091636,-100.204915
2994070,CAM,CENTRO DE ATENCIÓN MÚLTIPLE MONTERREY SUERESTE ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.66568953,-100.2870483
2935702,CAM ALFONSO REYES,SECRETARIA DE EDUCACION PUBLICA ,611122,Escuelas de educación primaria del sector público,11 a 30 personas,Guadalupe                                                                                                     ,25.6879015,-100.2416577
2928932,CAM CAROLINA BAUR ARENAS TURNO VESPERTINO 19DML0033V,GOBIERNO FEDERAL ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Ciudad General Escobedo                                                                                       ,25.80169148,-100.3089238
3055020,CAM CENTRO DE ATENCIÓN MÚLTIPLE DE EDUCACIÓN ESPECIAL,SECRETARÍA DE EDUCACIÓN ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.67975804,-100.3314941
2987577,"CAM CENTRO DE ATENCION MULTIPLE, EDUCACION ESPECIAL CCT 19DMLOO43B CANDELARIO HUIZAR GARCIA DE LA CADENA",SECRETARIA DE EDUCACION PUBLICA ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Jardines de la Silla (Jardines)                                                                               ,25.61843661,-100.1787288
2915187,CAM DEL CENTRO ESCUELA ESPECIA 19EML0016D,CAM ESPECIAL DEL CENTRO ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.68505043,-100.3256489
2924252,CAM DR. JOSE R. GARZA DE LA GARZA,SECRETARIA ,611182,Escuelas del sector público de educación para necesidades especiales,6 a 10 personas,Hidalgo                                                                                                       ,25.9734128,-100.4545516
2964454,CAM ESCUELA PARA NIÑOS CON CAPACIDADES DIFERENTES,,611182,Escuelas del sector público de educación para necesidades especiales,6 a 10 personas,Monterrey                                                                                                     ,25.69538713,-100.3458354
2979767,CAM FRANCISCO GABILONDO SOLER CRI-CRI,GOBIERNO DEL ESTADO ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,San Nicolás de los Garza                                                                                      ,25.71455947,-100.2498065
2949905,CAM GILBERTO RINCON GALLARDO,,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Ciudad General Escobedo                                                                                       ,25.80709998,-100.3933621
3035342,CAM INSTITUTO SERTOMA DE LA AUDICION Y EL LENGUAJE,GOBIERNO ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.6612051,-100.3282123
2990685,CAM INSTITUTO SERTOMA DE LA AUDICION Y EL LENGUAJE- PRIMARIA RAFAEL RAMIREZ,GOBIERNO ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.66092625,-100.3277797
2972167,CAM LABORAL FRAY SERVANDO TERESA DE MIER,CAM LABORAL FRAY SERVANDO TERESA DE MIER ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.69605562,-100.2930825
3047642,CAM LABORAL GUADALUPE RODRIGUEZ SILVA,SECRETARÍA DE EDUCACIÓN ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Linares                                                                                                       ,24.83856547,-99.57309079
3039358,CAM LABORAL LAZARO CARDENAS TURNO MATUTINO,SECRETARIA DE EDUCACION ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.66317858,-100.2704526
2962735,CAM LABORAL MELCHOR OCAMPO,GOBIERNO DEL ESTADO ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.72233666,-100.3726512
2945740,CAM LUIS BRAILLE 19EML0012H,,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Fraccionamiento Real Palmas                                                                                   ,25.89749612,-100.1620314
3011471,CAM MARIANO ESCOBEDO,SECRETARÍA DE EDUCACIÓN PÚBLICA ,611182,Escuelas del sector público de educación para necesidades especiales,31 a 50 personas,San Nicolás de los Garza                                                                                      ,25.73611623,-100.2716078
3044880,CAM PROFESOR HUMBERTO RAMOS LOZANO,SECRETARIA DE EDUCACION PUBLICA ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Ciudad Apodaca                                                                                                ,25.78246202,-100.1822072
2922256,CAM PROFESORA ROSA MARÍA GARZA GÓMEZ TURNO MATUTINO,SECRETARÍA DE EDUCACIÓN PÚBLICA ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,García                                                                                                        ,25.79214502,-100.5964336
2942487,CAM PROFRA. EVA ARMIDIA GONZALEZ GONZALEZ,SECRETARÍA DE EDUCACIÓN PÚBLICA ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Ciudad Apodaca                                                                                                ,25.70862492,-100.1557291
2941736,CAM PROFRA. MARIA DE JESUS GONZALEZ,,611182,Escuelas del sector público de educación para necesidades especiales,0 a 5 personas,China                                                                                                         ,25.69171168,-99.2397098
3039355,CAM RAFAEL SANTA MARINA MATRICULA 19DML0015F TURNO VESPERTINO FEDERAL,SECRETARIA DE EDUCACION ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Monterrey                                                                                                     ,25.66371525,-100.2705012
3019745,CAM RODRIGO HERNANDEZ SAUSEDA,SECRETARIA DE EDUCACION ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,San Pedro Garza García                                                                                        ,25.66444293,-100.4116669
3047897,CAM SAN BERNABE,CAM SANBERNABE 19DMR0023O ,611182,Escuelas del sector público de educación para necesidades especiales,31 a 50 personas,Monterrey                                                                                                     ,25.76032173,-100.3722752
3019746,CAM SERTOMA REGIOMONTANO,SECRETARIA DE EDUCACION ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,San Pedro Garza García                                                                                        ,25.66430687,-100.4112219
2979764,CAM SOCORRO GENOVEVEA SADA DE RANGEL,GOBIERNO DEL ESTADO ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,San Nicolás de los Garza                                                                                      ,25.71455632,-100.2498069
8971284,CAM TALLER PRODUCTIVO NUEVO AMANECER,SECRETARIA DE EDUCACION PUBLICA ,611182,Escuelas del sector público de educación para necesidades especiales,0 a 5 personas,Ciudad Apodaca                                                                                                ,25.77967501,-100.2490334
2989292,CAM TALLER PRODUCTIVO OSCAR ROCHA,SECRETARÍA DE EDUCACIÓN ,611182,Escuelas del sector público de educación para necesidades especiales,0 a 5 personas,Ciudad Benito Juárez                                                                                          ,25.64611169,-100.0957133
3023674,CAM TALLERES PRODUCTIVOS,,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Cadereyta Jiménez                                                                                             ,25.58203709,-99.98906777
2997298,CAM TALLERES PRODUCTIVOS 19DML0028J,SEP ,611182,Escuelas del sector público de educación para necesidades especiales,11 a 30 personas,Santiago                                                                                                      ,25.40050314,-100.130524
2980538,CAMP SERAFIN PEÑA,SECRETARÍA DE EDUCACIÓN PÚBLICA ,611172,Escuelas del sector público que combinan diversos niveles de educación,11 a 30 personas,Guadalupe                                                                                                     ,25.68785924,-100.2416606
6365729,CAMPUS EUGENIO GARZA LA GUERRA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY ,611161,Escuelas de educación media superior del sector privado,101 a 250 personas,Monterrey                                                                                                     ,25.61754254,-100.2759867
